"No.","Time","Source","Destination","Protocol","Length","Info"
"575","7.205202263","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"576","7.247707239","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"577","7.177426983","192.168.29.126","52.112.43.55","UDP","92","43658  >  3480 Len=50"
"578","7.303142598","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"579","7.205202263","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"580","7.247707239","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"581","7.303142598","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"582","7.401403690","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"583","7.401403690","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"584","7.440086853","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"585","7.440086853","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"586","7.499140335","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"587","7.499140335","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"588","7.557414758","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","118","Echo (ping) request id=0x0001, seq=109, hop limit=64 (no response found!)"
"589","7.557414758","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","120","Echo (ping) request id=0x0001, seq=109, hop limit=64 (reply in 590)"
"590","7.566862194","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","120","Echo (ping) reply id=0x0001, seq=109, hop limit=119 (request in 589)"
"591","7.612630640","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"592","7.566862194","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","118","Echo (ping) reply id=0x0001, seq=109, hop limit=119"
"593","7.612630640","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"594","7.636607532","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"595","7.643771373","52.112.43.55","192.168.29.126","UDP","130","3480  >  43658 Len=86"
"596","7.705199040","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"597","7.803327109","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"598","7.636607532","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"599","7.826875427","192.168.29.126","40.78.238.169","TLSv1.2","106","Application Data"
"600","7.643771373","52.112.43.55","192.168.29.126","UDP","128","3480  >  43658 Len=86"
"601","7.705199040","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"602","7.803327109","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"603","7.826875427","192.168.29.126","40.78.238.169","TCP","104","[TCP Retransmission] 41482  >  443 [PSH, ACK] Seq=1 Ack=35 Win=501 Len=38 TSval=1036584395 TSecr=4066626513"
"604","7.901815373","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"605","7.903502703","40.78.238.169","192.168.29.126","TCP","66","443  >  41482 [ACK] Seq=35 Ack=39 Win=501 Len=0 TSval=4066633062 TSecr=1036584395"
"606","7.901815373","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"607","7.912632703","192.168.29.126","52.112.43.55","UDP","92","43658  >  3480 Len=50"
"608","7.903502703","40.78.238.169","192.168.29.126","TCP","68","[TCP Dup ACK 605#1] 443  >  41482 [ACK] Seq=35 Ack=39 Win=501 Len=0 TSval=4066633062 TSecr=1036584395"
"609","7.912632703","192.168.29.126","52.112.43.55","UDP","94","43658  >  3480 Len=50"
"610","7.918785687","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"611","7.968100617","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"612","8.004763017","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"613","8.113319998","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"614","7.918785687","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"615","7.968100617","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"616","8.004763017","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"617","8.113319998","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"618","8.207719282","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"619","8.207719282","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"620","8.208111295","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"621","8.218854260","Arcadyan_74:2a:ff","","ARP","44","Who has 192.168.29.126? Tell 192.168.29.1"
"622","8.218864136","LiteonTe_94:4a:8d","","ARP","44","192.168.29.126 is at 98:22:ef:94:4a:8d"
"623","8.306810235","52.112.43.55","192.168.29.126","UDP","130","3480  >  43658 Len=86"
"624","8.208111295","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"625","8.310766975","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"626","8.218854260","Arcadyan_74:2a:ff","LiteonTe_94:4a:8d","ARP","42","Who has 192.168.29.126? Tell 192.168.29.1"
"627","8.401285640","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"628","8.404088010","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"629","8.218864136","LiteonTe_94:4a:8d","Arcadyan_74:2a:ff","ARP","42","192.168.29.126 is at 98:22:ef:94:4a:8d"
"630","8.306810235","52.112.43.55","192.168.29.126","UDP","128","3480  >  43658 Len=86"
"631","8.310766975","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"632","8.401285640","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"633","8.404088010","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"634","8.455909502","52.112.43.55","192.168.29.126","UDP","84","3480  >  43658 Len=42"
"635","8.455909502","52.112.43.55","192.168.29.126","UDP","86","3480  >  43658 Len=42"
"636","8.455909634","52.112.43.55","192.168.29.126","UDP","172","3480  >  43658 Len=130"
"637","8.492968195","192.168.29.126","52.112.43.55","UDP","92","43658  >  3480 Len=50"
"638","8.455909634","52.112.43.55","192.168.29.126","UDP","174","3480  >  43658 Len=130"
"639","8.492968195","192.168.29.126","52.112.43.55","UDP","94","43658  >  3480 Len=50"
"640","8.507051232","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"641","8.559020572","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","120","Echo (ping) request id=0x0001, seq=110, hop limit=64 (reply in 643)"
"642","8.507051232","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"643","8.567397456","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","120","Echo (ping) reply id=0x0001, seq=110, hop limit=119 (request in 641)"
"644","8.559020572","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","118","Echo (ping) request id=0x0001, seq=110, hop limit=64 (reply in 646)"
"645","8.603502991","192.168.29.126","52.112.43.55","UDP","114","43658  >  3480 Len=70"
"646","8.567397456","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","118","Echo (ping) reply id=0x0001, seq=110, hop limit=119 (request in 644)"
"647","8.609126104","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"648","8.603502991","192.168.29.126","52.112.43.55","UDP","112","43658  >  3480 Len=70"
"649","8.614829781","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"650","8.609126104","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"651","8.614829781","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"652","8.694074583","192.168.29.126","40.78.238.169","TLSv1.2","103","Application Data"
"653","8.708419482","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"654","8.750140232","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"655","8.765165079","40.78.238.169","192.168.29.126","TCP","68","443  >  41482 [ACK] Seq=35 Ack=74 Win=501 Len=0 TSval=4066633923 TSecr=1036585262"
"656","8.766399462","40.78.238.169","192.168.29.126","TLSv1.2","99","Application Data"
"657","8.766411690","192.168.29.126","40.78.238.169","TCP","68","41482  >  443 [ACK] Seq=74 Ack=66 Win=501 Len=0 TSval=1036585334 TSecr=4066633924"
"658","8.796607908","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"659","8.801055225","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"660","8.843280883","192.168.29.126","52.112.43.55","STUN","144","Binding Request user: PgYy:6tmg"
"661","8.888733682","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"662","8.904187361","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"663","8.927034194","52.112.43.55","192.168.29.126","STUN","116","Binding Success Response XOR-MAPPED-ADDRESS: 49.36.4.131:43658"
"664","8.694074583","192.168.29.126","40.78.238.169","TLSv1.2","101","[TCP Spurious Retransmission] , Application Data"
"665","8.708419482","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"666","8.750140232","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"667","8.765165079","40.78.238.169","192.168.29.126","TCP","66","443  >  41482 [ACK] Seq=35 Ack=74 Win=501 Len=0 TSval=4066633923 TSecr=1036585262"
"668","8.766399462","40.78.238.169","192.168.29.126","TCP","97","[TCP Retransmission] 443  >  41482 [PSH, ACK] Seq=35 Ack=74 Win=501 Len=31 TSval=4066633924 TSecr=1036585262"
"669","8.766411690","192.168.29.126","40.78.238.169","TCP","66","41482  >  443 [ACK] Seq=74 Ack=66 Win=501 Len=0 TSval=1036585334 TSecr=4066633924"
"670","8.796607908","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"671","8.801055225","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"672","8.843280883","192.168.29.126","52.112.43.55","STUN","142","Binding Request user: PgYy:6tmg"
"673","8.888733682","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"674","8.904187361","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"675","8.927034194","52.112.43.55","192.168.29.126","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.36.4.131:43658"
"676","8.948354992","192.168.29.126","117.18.232.200","TCP","56","56588  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"677","8.948354992","192.168.29.126","117.18.232.200","TCP","54","[TCP Dup ACK 676#1] 56588  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"678","8.975691923","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"679","8.975691923","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"680","8.977098000","117.18.232.200","192.168.29.126","TCP","58","[TCP ACKed unseen segment] 443  >  56588 [ACK] Seq=1 Ack=2 Win=135 Len=0"
"681","8.977098000","117.18.232.200","192.168.29.126","TCP","56","[TCP Dup ACK 680#1] [TCP ACKed unseen segment] 443  >  56588 [ACK] Seq=1 Ack=2 Win=135 Len=0"
"682","9.002817594","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"683","9.002817594","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"684","9.111184192","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"685","9.111184192","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"686","9.205920031","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"687","9.205920031","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"688","9.208426564","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"689","9.208426564","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"690","9.250120182","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"691","9.250120182","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"692","9.301186471","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"693","9.301186471","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"694","9.306227857","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"695","9.306227857","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"696","9.404130195","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"697","9.404130195","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"698","9.455018164","192.168.29.126","52.112.43.55","UDP","94","43658  >  3480 Len=50"
"699","9.455018164","192.168.29.126","52.112.43.55","UDP","92","43658  >  3480 Len=50"
"700","9.495302193","52.112.43.55","192.168.29.126","UDP","116","3480  >  43658 Len=74"
"701","9.495302193","52.112.43.55","192.168.29.126","UDP","118","3480  >  43658 Len=74"
"702","9.512015519","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"703","9.512015519","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"704","9.515414864","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"705","9.515414864","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"706","9.554205681","fe80::4a8d:36ff:fe74:2aff","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","86","Neighbor Solicitation for 2405:201:1f:8bb:7481:ef58:dd6:3a02 from 48:8d:36:74:2a:ff"
"707","9.554231026","2405:201:1f:8bb:7481:ef58:dd6:3a02","fe80::4a8d:36ff:fe74:2aff","ICMPv6","78","Neighbor Advertisement 2405:201:1f:8bb:7481:ef58:dd6:3a02 (sol)"
"708","9.554205681","fe80::4a8d:36ff:fe74:2aff","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","88","Neighbor Solicitation for 2405:201:1f:8bb:7481:ef58:dd6:3a02 from 48:8d:36:74:2a:ff"
"709","9.554231026","2405:201:1f:8bb:7481:ef58:dd6:3a02","fe80::4a8d:36ff:fe74:2aff","ICMPv6","80","Neighbor Advertisement 2405:201:1f:8bb:7481:ef58:dd6:3a02 (sol)"
"710","9.560690050","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","118","Echo (ping) request id=0x0001, seq=111, hop limit=64 (no response found!)"
"711","9.560690050","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","120","Echo (ping) request id=0x0001, seq=111, hop limit=64 (reply in 712)"
"712","9.567327536","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","118","Echo (ping) reply id=0x0001, seq=111, hop limit=119 (request in 711)"
"713","9.567327536","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","120","Echo (ping) reply id=0x0001, seq=111, hop limit=119"
"714","9.581763240","2405:201:1f:8bb:7481:ef58:dd6:3a02","2603:1010:2::36","TLSv1.2","132","Application Data"
"715","9.581763240","2405:201:1f:8bb:7481:ef58:dd6:3a02","2603:1010:2::36","TCP","134","[TCP Retransmission] 59166  >  443 [PSH, ACK] Seq=1 Ack=1 Win=5827 Len=58"
"716","9.610020151","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"717","9.610020151","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"718","9.616391473","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"719","9.616391473","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"720","9.703762612","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"721","9.703762612","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"722","9.735180149","2603:1010:2::36","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","121","Application Data"
"723","9.735180149","2603:1010:2::36","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","123","[TCP Retransmission] 443  >  59166 [PSH, ACK] Seq=1 Ack=59 Win=2051 Len=47"
"724","9.735196591","2405:201:1f:8bb:7481:ef58:dd6:3a02","2603:1010:2::36","TCP","74","59166  >  443 [ACK] Seq=59 Ack=48 Win=5827 Len=0"
"725","9.735196591","2405:201:1f:8bb:7481:ef58:dd6:3a02","2603:1010:2::36","TCP","76","[TCP Dup ACK 724#1] 59166  >  443 [ACK] Seq=59 Ack=48 Win=5827 Len=0"
"726","9.802980962","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"727","9.802980962","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"728","9.842825116","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"729","9.842825116","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"730","9.912008368","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"731","9.912008368","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"732","9.983864634","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"733","9.983864634","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"734","10.005350963","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"735","10.005350963","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"736","10.038356800","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"737","10.103785429","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"738","10.038356800","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"739","10.206304229","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"740","10.103785429","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"741","10.206304229","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"742","10.304116841","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"743","10.304116841","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"744","10.402154931","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"745","10.510514280","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"746","10.402154931","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"747","10.510514280","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"748","10.562445900","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","118","Echo (ping) request id=0x0001, seq=112, hop limit=64 (no response found!)"
"749","10.562445900","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","120","Echo (ping) request id=0x0001, seq=112, hop limit=64 (reply in 750)"
"750","10.571767814","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","118","Echo (ping) reply id=0x0001, seq=112, hop limit=119 (request in 749)"
"751","10.571767814","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","120","Echo (ping) reply id=0x0001, seq=112, hop limit=119"
"752","10.576508201","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"753","10.576508201","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"754","10.608556502","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"755","10.608556502","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"756","10.680360583","52.112.43.55","192.168.29.126","UDP","116","3480  >  43658 Len=74"
"757","10.680360583","52.112.43.55","192.168.29.126","UDP","118","3480  >  43658 Len=74"
"758","10.707169531","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"759","10.707169531","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"760","10.717497325","192.168.29.126","52.112.43.55","UDP","92","43658  >  3480 Len=50"
"761","10.717497325","192.168.29.126","52.112.43.55","UDP","94","43658  >  3480 Len=50"
"762","10.795814780","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"763","10.804771172","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"764","10.889881619","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"765","10.908166364","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"766","10.929611764","192.168.29.1","224.0.0.1","IGMPv3","52","Membership Query, general"
"767","10.930929064","fe80::4a8d:36ff:fe74:2aff","ff02::1","ICMPv6","92","Multicast Listener Query"
"768","10.940285461","fe80::410b:b7b7:3d5d:562","ff02::16","ICMPv6","152","Multicast Listener Report Message v2"
"769","10.795814780","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"770","10.804771172","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"771","10.889881619","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"772","10.908166364","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"773","10.929611764","192.168.29.1","224.0.0.1","IGMPv3","50","Membership Query, general"
"774","10.949363181","52.112.43.55","192.168.29.126","UDP","118","3480  >  43658 Len=74"
"775","10.930929064","fe80::4a8d:36ff:fe74:2aff","ff02::1","ICMPv6","90","Multicast Listener Query"
"776","10.970959431","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"777","10.998014740","52.112.43.55","192.168.29.126","UDP","118","3480  >  43658 Len=74"
"778","11.001541933","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"779","10.940285461","fe80::410b:b7b7:3d5d:562","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"780","10.949363181","52.112.43.55","192.168.29.126","UDP","116","3480  >  43658 Len=74"
"781","10.970959431","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"782","10.998014740","52.112.43.55","192.168.29.126","UDP","116","3480  >  43658 Len=74"
"783","11.001541933","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"784","11.105192939","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"785","11.105192939","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"786","11.208157224","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"787","11.209359584","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"788","11.208157224","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"789","11.209359584","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"790","11.316300935","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"791","11.339540322","192.168.29.223","224.0.0.22","IGMPv3","56","Membership Report / Join group 239.255.255.250 for any sources"
"792","11.340669015","192.168.29.100","224.0.0.22","IGMPv3","72","Membership Report / Join group 239.255.255.250 for any sources / Join group 224.0.0.251 for any sources / Join group 224.0.0.252 for any sources"
"793","11.344833436","192.168.29.126","52.112.43.55","STUN","144","Binding Request user: PgYy:6tmg"
"794","11.412955507","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"795","11.450681362","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"796","11.454558668","52.112.43.55","192.168.29.126","STUN","116","Binding Success Response XOR-MAPPED-ADDRESS: 49.36.4.131:43658"
"797","11.476312452","192.168.29.126","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.251 for any sources"
"798","11.501892196","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"799","11.505041164","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"800","11.316300935","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"801","11.339540322","192.168.29.223","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"802","11.340669015","192.168.29.100","224.0.0.22","IGMPv3","70","Membership Report / Join group 239.255.255.250 for any sources / Join group 224.0.0.251 for any sources / Join group 224.0.0.252 for any sources"
"803","11.344833436","192.168.29.126","52.112.43.55","STUN","142","Binding Request user: PgYy:6tmg"
"804","11.412955507","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"805","11.450681362","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"806","11.454558668","52.112.43.55","192.168.29.126","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.36.4.131:43658"
"807","11.476312452","192.168.29.126","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"808","11.501892196","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"809","11.505041164","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"810","11.544105811","192.168.29.86","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"811","11.544105811","192.168.29.86","224.0.0.22","IGMPv3","56","Membership Report / Join group 224.0.0.251 for any sources"
"812","11.563900220","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","118","Echo (ping) request id=0x0001, seq=113, hop limit=64 (no response found!)"
"813","11.563900220","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","120","Echo (ping) request id=0x0001, seq=113, hop limit=64 (reply in 814)"
"814","11.570742509","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","118","Echo (ping) reply id=0x0001, seq=113, hop limit=119 (request in 813)"
"815","11.570742509","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","120","Echo (ping) reply id=0x0001, seq=113, hop limit=119"
"816","11.603559381","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"817","11.603559381","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"818","11.659322212","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"819","11.659322212","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"820","11.705851418","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"821","11.705851418","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"822","11.763442523","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"823","11.763442523","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"824","11.764125500","52.112.43.55","192.168.29.126","UDP","128","3480  >  43658 Len=86"
"825","11.774909605","192.168.29.126","52.112.43.55","UDP","92","43658  >  3480 Len=50"
"826","11.764125500","52.112.43.55","192.168.29.126","UDP","130","3480  >  43658 Len=86"
"827","11.774909605","192.168.29.126","52.112.43.55","UDP","94","43658  >  3480 Len=50"
"828","11.804348464","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"829","11.903245066","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"830","12.001283664","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
